,Car_name,Year,Distance,Fuel_type,Drive,Price
3695,2019 Tata Tiago XZ PLUS DIESEL,2019,"55,854 KM",DIESEL,MANUAL,"₹5.37 Lakh
₹5.92 Lakh
(55k off)"
3696,2022 Mahindra XUV300 W8(O) 1.2 PETROL DUAL TONE,2022,"11,262 KM",PETROL,MANUAL,"₹12.05 Lakh
₹12.71 Lakh
(66k off)"
3697,2020 Tata Tiago XZ PLUS PETROL,2020,"46,235 KM",PETROL,MANUAL,"₹5.63 Lakh
₹6.22 Lakh
(59.2k off)"
3698,2014 Hyundai Elite i20 SPORTZ 1.2,2014,"74,399 KM",PETROL,MANUAL,"₹4.86 Lakh
₹5.19 Lakh
(33k off)"
3699,2018 Renault Captur RXT DIESEL DUAL TONE,2018,"68,232 KM",DIESEL,MANUAL,"₹5.84 Lakh
₹7.77 Lakh
(1.93L off)"
3700,2017 Honda City 1.5L I-VTEC V MT,2017,"28,321 KM",PETROL,MANUAL,"₹7.23 Lakh
₹7.44 Lakh
(21k off)"
3701,2014 Hyundai Elite i20 ASTA 1.2,2014,"64,000 KM",PETROL,MANUAL,"₹4.33 Lakh
₹5.02 Lakh
(69k off)"
3702,2019 Renault Kwid CLIMBER 1.0 (O),2019,"19,801 KM",PETROL,MANUAL,"₹4.07 Lakh
₹4.50 Lakh
(43k off)"
3703,2021 Ford FREESTYLE TITANIUM PLUS 1.2 PETROL,2021,"22,658 KM",PETROL,MANUAL,"₹6.56 Lakh
₹7.40 Lakh
(84k off)"
3704,2013 Maruti Swift Dzire VXI,2013,"69,183 KM",PETROL,MANUAL,"₹3.85 Lakh
₹4.62 Lakh
(77.2k off)"
3705,2022 Maruti Celerio ZXI PLUS,2022,"28,788 KM",PETROL,MANUAL,"₹5.94 Lakh
₹6.35 Lakh
(41k off)"
3706,2017 Maruti Dzire VDI AMT,2017,"36,258 KM",DIESEL,AUTOMATIC,"₹6.41 Lakh
₹7.14 Lakh
(73k off)"
3707,2018 Honda Amaze 1.2L I-VTEC V,2018,"53,242 KM",PETROL,MANUAL,"₹6.22 Lakh
₹6.41 Lakh
(19k off)"
3708,2016 Maruti Alto 800 LXI,2016,"89,076 KM",PETROL,MANUAL,"₹2.76 Lakh
₹2.92 Lakh
(16k off)"
3709,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2019,"42,479 KM",PETROL,MANUAL,"₹5.14 Lakh
₹5.70 Lakh
(56k off)"
3710,2017 Maruti IGNIS ZETA 1.2 AMT,2017,"56,303 KM",PETROL,AUTOMATIC,"₹4.99 Lakh
₹5.50 Lakh
(51k off)"
3711,2022 Tata NEXON XZ PLUS (HS) PETROL,2022,"17,501 KM",PETROL,MANUAL,"₹10.52 Lakh
₹11.01 Lakh
(49k off)"
3712,2021 Renault Kwid CLIMBER 1.0 (O),2021,"16,113 KM",PETROL,MANUAL,"₹5.07 Lakh
₹5.45 Lakh
(38k off)"
3713,2016 Maruti Ertiga VDI SHVS,2016,"68,351 KM",DIESEL,MANUAL,"₹7.11 Lakh
₹8.13 Lakh
(1.02L off)"
3714,2013 Maruti Ritz VXI,2013,"31,562 KM",PETROL,MANUAL,"₹4.05 Lakh
₹4.30 Lakh
(25k off)"
3715,2022 Nissan MAGNITE XE,2022,"13,843 KM",PETROL,MANUAL,₹5.99 Lakh
3716,2020 Maruti Baleno ZETA PETROL 1.2,2020,"29,899 KM",PETROL,MANUAL,"₹7.12 Lakh
₹7.23 Lakh
(11k off)"
3717,2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT,2019,"43,543 KM",PETROL,AUTOMATIC,"₹8.91 Lakh
₹10.00 Lakh
(1.09L off)"
3718,2019 Honda Amaze 1.2L I-VTEC VX CVT,2019,"37,227 KM",PETROL,AUTOMATIC,"₹7.82 Lakh
₹8.43 Lakh
(61k off)"
3719,2019 Hyundai Elite i20 ASTA 1.2 (O),2019,"24,795 KM",PETROL,MANUAL,"₹6.94 Lakh
₹7.49 Lakh
(55k off)"
3720,2016 Maruti Wagon R 1.0 LXI CNG,2016,"86,682 KM",CNG,MANUAL,"₹3.73 Lakh
₹4.52 Lakh
(79k off)"
3721,2021 Tata NEXON XZA PLUS (O) PETROL,2021,"25,382 KM",PETROL,AUTOMATIC,"₹9.40 Lakh
₹10.18 Lakh
(78.4k off)"
3722,2017 Maruti Baleno ALPHA CVT PETROL 1.2,2017,"54,065 KM",PETROL,AUTOMATIC,"₹5.35 Lakh
₹5.92 Lakh
(57k off)"
3723,2019 Mahindra XUV500 W7 AT,2019,"15,070 KM",DIESEL,AUTOMATIC,"₹11.16 Lakh
₹12.42 Lakh
(1.26L off)"
3724,2014 Hyundai Elite i20 MAGNA 1.2,2014,"60,416 KM",PETROL,MANUAL,₹4.17 Lakh
3725,2017 Maruti Dzire ZXI AMT,2017,"78,482 KM",PETROL,AUTOMATIC,"₹5.47 Lakh
₹6.17 Lakh
(70k off)"
3726,2018 Maruti Ciaz ALPHA AT 1.4 PETROL,2018,"77,543 KM",PETROL,AUTOMATIC,"₹7.20 Lakh
₹8.21 Lakh
(1.01L off)"
3727,2019 Mahindra XUV300 W8 1.5 DIESEL,2019,"80,765 KM",DIESEL,MANUAL,"₹8.28 Lakh
₹9.66 Lakh
(1.38L off)"
3728,2021 Tata NEXON XZA PLUS DIESEL,2021,"37,951 KM",DIESEL,AUTOMATIC,₹11.82 Lakh
3729,2019 Hyundai Creta SX 1.6 PETROL,2019,"60,529 KM",PETROL,MANUAL,"₹9.00 Lakh
₹9.47 Lakh
(47k off)"
3730,2014 Renault Duster 110 PS RXZ 4X4 MT DIESEL,2014,"1,05,355 KM",DIESEL,MANUAL,₹6.20 Lakh
3731,2022 Nissan MAGNITE XV DUAL TONE,2022,"20,512 KM",PETROL,MANUAL,"₹7.01 Lakh
₹7.43 Lakh
(41.55k off)"
3732,2013 Hyundai i20 ASTA 1.2,2013,"66,176 KM",PETROL,MANUAL,₹4.51 Lakh
3733,2021 Hyundai VENUE SX 1.0 TURBO IMT,2021,"43,632 KM",PETROL,MANUAL,"₹9.00 Lakh
₹9.76 Lakh
(76k off)"
3734,2015 Maruti Ciaz VXI+,2015,"56,400 KM",PETROL,MANUAL,"₹5.20 Lakh
₹5.45 Lakh
(25k off)"
3735,2020 Renault Kwid CLIMBER 1.0 AMT (O),2020,"32,626 KM",PETROL,AUTOMATIC,"₹4.39 Lakh
₹5.17 Lakh
(78k off)"
3736,2019 Honda Amaze 1.2L I-VTEC S,2019,"47,429 KM",PETROL,MANUAL,₹5.87 Lakh
3737,2015 Hyundai Elite i20 SPORTZ 1.2,2015,"91,994 KM",PETROL,MANUAL,"₹5.08 Lakh
₹5.65 Lakh
(57k off)"
3738,2020 Maruti Baleno ZETA PETROL 1.2,2020,"17,106 KM",PETROL,MANUAL,"₹7.14 Lakh
₹7.74 Lakh
(60k off)"
3739,2016 Hyundai Elite i20 SPORTZ 1.2,2016,"16,301 KM",PETROL,MANUAL,"₹5.65 Lakh
₹6.27 Lakh
(62k off)"
3740,2016 Maruti Vitara Brezza VDI (O),2016,"79,883 KM",DIESEL,MANUAL,"₹6.66 Lakh
₹7.40 Lakh
(74k off)"
3741,2020 Honda Amaze 1.2L I-VTEC S CVT,2020,"9,644 KM",PETROL,AUTOMATIC,"₹7.24 Lakh
₹7.68 Lakh
(44k off)"
3742,2019 Maruti New Wagon-R ZXI 1.2 AMT,2019,"43,025 KM",PETROL,AUTOMATIC,₹5.81 Lakh
3743,2014 Honda Amaze 1.2L I-VTEC VX,2014,"79,022 KM",PETROL,MANUAL,₹3.21 Lakh
3744,2019 Hyundai NEW SANTRO SPORTZ MT,2019,"41,017 KM",PETROL,MANUAL,"₹4.49 Lakh
₹5.05 Lakh
(56k off)"
3745,2017 Maruti Baleno DELTA PETROL 1.2,2017,"59,758 KM",PETROL,MANUAL,"₹4.79 Lakh
₹5.45 Lakh
(66k off)"
3746,2019 Ford FREESTYLE TITANIUM PLUS 1.2 PETROL,2019,"25,709 KM",PETROL,MANUAL,"₹6.83 Lakh
₹7.30 Lakh
(47k off)"
3747,2015 Maruti Ciaz ZXI,2015,"83,871 KM",PETROL,MANUAL,"₹5.89 Lakh
₹6.45 Lakh
(56k off)"
3748,2015 Honda City 1.5L I-VTEC VX,2015,"1,00,831 KM",PETROL,MANUAL,"₹4.85 Lakh
₹5.21 Lakh
(36k off)"
3749,2019 Maruti S PRESSO VXI PLUS AMT,2019,"54,226 KM",PETROL,AUTOMATIC,"₹4.90 Lakh
₹5.14 Lakh
(24k off)"
3750,2018 Renault Duster 110 PS RXZ 4X4 MT DIESEL,2018,"72,394 KM",DIESEL,MANUAL,"₹6.98 Lakh
₹8.04 Lakh
(1.06L off)"
3751,2019 Renault Duster 110 PS RXS MT DIESEL,2019,"40,838 KM",DIESEL,MANUAL,"₹7.91 Lakh
₹8.29 Lakh
(38.5k off)"
3752,2019 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,2019,"74,765 KM",PETROL,MANUAL,"₹5.52 Lakh
₹6.07 Lakh
(55k off)"
3753,2022 Maruti New Wagon-R LXI 1.0,2022,"20,485 KM",PETROL,MANUAL,₹5.85 Lakh
3754,2011 Hyundai i10 MAGNA 1.2,2011,"72,455 KM",PETROL,MANUAL,₹2.85 Lakh
3755,2015 Hyundai i10 SPORTZ 1.1,2015,"19,408 KM",PETROL,MANUAL,"₹3.75 Lakh
₹4.11 Lakh
(36k off)"
3756,2020 Maruti IGNIS ALPHA 1.2,2020,"34,703 KM",PETROL,MANUAL,"₹5.81 Lakh
₹6.44 Lakh
(63k off)"
3757,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2017,"21,010 KM",PETROL,MANUAL,"₹4.87 Lakh
₹5.04 Lakh
(17k off)"
3758,2018 Ford Ecosport TREND + 1.5L PETROL AT,2018,"24,732 KM",PETROL,AUTOMATIC,"₹7.19 Lakh
₹8.01 Lakh
(82k off)"
3759,2022 Volkswagen Vento HIGHLINE PLUS 1.0L TSI AT,2022,"23,868 KM",PETROL,AUTOMATIC,"₹11.06 Lakh
₹12.41 Lakh
(1.35L off)"
3760,2021 Hyundai NEW SANTRO SPORTZ AMT,2021,"21,300 KM",PETROL,AUTOMATIC,"₹5.70 Lakh
₹5.99 Lakh
(29k off)"
3761,2023 Maruti Alto K10 VXI PLUS,2023,"5,654 KM",PETROL,MANUAL,₹5.98 Lakh
3762,2022 Maruti Ciaz ZETA 1.5 SHVS MT PETROL,2022,"21,588 KM",PETROL,MANUAL,"₹8.21 Lakh
₹9.22 Lakh
(1.01L off)"
3763,2017 Renault Duster RXL PETROL,2017,"31,958 KM",PETROL,MANUAL,"₹7.15 Lakh
₹7.93 Lakh
(78k off)"
3764,2019 Hyundai NEW SANTRO SPORTZ MT,2019,"29,538 KM",PETROL,MANUAL,"₹4.96 Lakh
₹5.53 Lakh
(57k off)"
3765,2016 Honda Brio S MT,2016,"40,897 KM",PETROL,MANUAL,₹3.44 Lakh
3766,2021 Maruti Baleno ZETA PETROL 1.2,2021,"34,711 KM",PETROL,MANUAL,"₹7.19 Lakh
₹7.64 Lakh
(45k off)"
3767,2018 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,2018,"15,756 KM",PETROL,MANUAL,"₹5.33 Lakh
₹5.86 Lakh
(53k off)"
3768,2022 Renault Kwid RXL 0.8 (O),2022,"29,056 KM",PETROL,MANUAL,₹4.45 Lakh
3769,2017 Maruti Baleno ZETA PETROL 1.2,2017,"75,431 KM",PETROL,MANUAL,"₹6.10 Lakh
₹7.14 Lakh
(1.04L off)"
3770,2020 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,2020,"16,598 KM",PETROL,AUTOMATIC,"₹6.41 Lakh
₹7.10 Lakh
(69k off)"
3771,2015 Maruti Wagon R 1.0 VXI AMT,2015,"39,892 KM",PETROL,AUTOMATIC,₹4.07 Lakh
3772,2018 Maruti Alto 800 LXI,2018,"76,015 KM",PETROL,MANUAL,"₹2.84 Lakh
₹3.03 Lakh
(19k off)"
3773,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2015,"1,00,708 KM",PETROL,MANUAL,"₹4.03 Lakh
₹4.47 Lakh
(44k off)"
3774,2011 Hyundai i10 MAGNA 1.2,2011,"99,989 KM",PETROL,MANUAL,"₹2.06 Lakh
₹2.66 Lakh
(60k off)"
3775,2020 Ford New Figo TITANIUM 1.2 PETROL MT,2020,"11,603 KM",PETROL,MANUAL,"₹5.63 Lakh
₹6.34 Lakh
(71k off)"
3776,2019 Hyundai NEW SANTRO SPORTZ AMT,2019,"22,214 KM",PETROL,AUTOMATIC,"₹5.63 Lakh
₹5.87 Lakh
(24k off)"
3777,2022 Mahindra XUV300 W8 (O) 1.2 PETROL,2022,"19,363 KM",PETROL,MANUAL,"₹11.41 Lakh
₹11.89 Lakh
(48k off)"
3778,2020 Maruti New Wagon-R VXI (O) 1.0,2020,"30,501 KM",PETROL,MANUAL,"₹5.08 Lakh
₹5.48 Lakh
(40k off)"
3779,2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT,2019,"31,927 KM",PETROL,AUTOMATIC,"₹8.42 Lakh
₹10.06 Lakh
(1.64L off)"
3780,2015 Skoda Rapid 1.5 TDI CR STYLE PLUS AT,2015,"35,375 KM",DIESEL,AUTOMATIC,"₹5.32 Lakh
₹5.87 Lakh
(54.7k off)"
3781,2022 KIA SONET GTX PLUS 1.0 IMT,2022,"11,162 KM",PETROL,MANUAL,"₹12.82 Lakh
₹13.15 Lakh
(33k off)"
3782,2022 Renault Kwid RXT 1.0 (O),2022,"7,162 KM",PETROL,MANUAL,"₹4.63 Lakh
₹5.11 Lakh
(48k off)"
3783,2012 Maruti Swift Dzire VXI,2012,"67,315 KM",PETROL,MANUAL,"₹3.94 Lakh
₹4.31 Lakh
(37k off)"
3784,2021 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,2021,"23,729 KM",PETROL,AUTOMATIC,₹6.42 Lakh
3785,2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2015,"62,536 KM",PETROL,MANUAL,₹3.49 Lakh
3786,2017 Honda Jazz 1.2L I-VTEC V AT,2017,"53,591 KM",PETROL,AUTOMATIC,"₹5.98 Lakh
₹6.82 Lakh
(84k off)"
3787,2016 Volkswagen Ameo HIGHLINE DSG 1.5 DIESEL,2016,"32,602 KM",DIESEL,AUTOMATIC,₹5.56 Lakh
3788,2020 Renault Kwid RXT 1.0 AMT (O),2020,"24,397 KM",PETROL,AUTOMATIC,"₹4.83 Lakh
₹5.50 Lakh
(67k off)"
3789,2021 Renault Kwid RXL 1.0,2021,"10,879 KM",PETROL,MANUAL,"₹4.09 Lakh
₹4.32 Lakh
(22.5k off)"
3790,2011 Toyota Etios Liva G,2011,"75,420 KM",PETROL,MANUAL,"₹2.83 Lakh
₹3.06 Lakh
(23k off)"
3791,2019 Maruti IGNIS ALPHA 1.2,2019,"22,343 KM",PETROL,MANUAL,"₹5.52 Lakh
₹6.22 Lakh
(70k off)"
3792,2022 Hyundai GRAND I10 NIOS SPORTZ 1.0 TURBO GDI,2022,"26,647 KM",PETROL,MANUAL,"₹6.86 Lakh
₹8.01 Lakh
(1.15L off)"
3793,2020 MG HECTOR SHARP 2.0 DIESEL DUAL TONE,2020,"63,301 KM",DIESEL,MANUAL,"₹16.21 Lakh
₹17.61 Lakh
(1.4L off)"
3794,2011 Maruti Alto K10 VXI,2011,"71,918 KM",PETROL,MANUAL,"₹1.98 Lakh
₹2.15 Lakh
(17k off)"
3795,2023 Maruti New Wagon-R LXI 1.0,2023,"2,319 KM",PETROL,MANUAL,"₹5.58 Lakh
₹5.81 Lakh
(22.7k off)"
3796,2022 Tata ALTROZ XZ DIESEL,2022,"12,064 KM",DIESEL,MANUAL,"₹8.82 Lakh
₹9.19 Lakh
(37k off)"
3797,2017 Honda WR-V 1.5L I-DTEC VX MT,2017,"20,165 KM",DIESEL,MANUAL,"₹8.19 Lakh
₹8.42 Lakh
(23k off)"
3798,2022 Tata Safari XZA PLUS DARK EDITION,2022,"10,761 KM",DIESEL,AUTOMATIC,"₹24.01 Lakh
₹24.45 Lakh
(44k off)"
3799,2014 Hyundai Xcent SX 1.2,2014,"60,048 KM",PETROL,MANUAL,"₹3.66 Lakh
₹3.91 Lakh
(25k off)"
3800,2020 Ford Ecosport TITANIUM 1.5L THUNDER EDTION PETROL,2020,"23,781 KM",PETROL,MANUAL,"₹8.49 Lakh
₹8.83 Lakh
(34k off)"
3801,2021 KIA SELTOS GTX PLUS AT 1.5 DIESEL,2021,"37,735 KM",DIESEL,AUTOMATIC,"₹15.72 Lakh
₹17.53 Lakh
(1.81L off)"
3802,2019 Renault Kwid RXT 1.0,2019,"50,023 KM",PETROL,MANUAL,"₹3.63 Lakh
₹3.90 Lakh
(27.5k off)"
3803,2017 Hyundai Creta SX PLUS AT 1.6 PETROL,2017,"60,410 KM",PETROL,AUTOMATIC,"₹8.47 Lakh
₹9.70 Lakh
(1.23L off)"
3804,2018 Hyundai Xcent E+,2018,"37,610 KM",PETROL,MANUAL,"₹4.40 Lakh
₹4.99 Lakh
(59k off)"
3805,2022 Maruti Celerio VXI,2022,"12,707 KM",PETROL,MANUAL,"₹5.21 Lakh
₹5.64 Lakh
(43k off)"
3806,2022 Tata TIGOR XZ PLUS CNG,2022,"23,311 KM",CNG,MANUAL,"₹7.10 Lakh
₹8.06 Lakh
(96k off)"
3807,2020 Hyundai NEW SANTRO MAGNA 1.1 CORPORATE EDITION,2020,"38,643 KM",PETROL,MANUAL,"₹4.32 Lakh
₹4.61 Lakh
(29k off)"
3808,2019 Honda City 1.5L I-VTE V CVT,2019,"69,621 KM",PETROL,AUTOMATIC,₹9.01 Lakh
3809,2020 MG HECTOR SMART 1.5 DCT PETROL,2020,"8,629 KM",PETROL,AUTOMATIC,"₹15.00 Lakh
₹16.66 Lakh
(1.66L off)"
3810,2021 Maruti Celerio ZXI (O),2021,"33,689 KM",PETROL,MANUAL,"₹5.96 Lakh
₹6.05 Lakh
(9k off)"
3811,2017 Tata Tiago XZA PETROL,2017,"86,370 KM",PETROL,AUTOMATIC,"₹4.63 Lakh
₹5.03 Lakh
(40k off)"
3812,2017 Maruti Baleno DELTA CVT PETROL 1.2,2017,"23,959 KM",PETROL,AUTOMATIC,"₹5.51 Lakh
₹6.42 Lakh
(91k off)"
3813,2017 Hyundai Xcent SX 1.2 (O),2017,"35,408 KM",PETROL,MANUAL,"₹5.10 Lakh
₹5.29 Lakh
(19k off)"
3814,2013 Honda City 1.5L I-VTEC V MT,2013,"70,653 KM",PETROL,MANUAL,"₹4.53 Lakh
₹5.56 Lakh
(1.03L off)"
3815,2010 Maruti Ritz VXI,2010,"91,909 KM",PETROL,MANUAL,₹3.24 Lakh
3816,2017 Maruti Swift ZXI,2017,"81,355 KM",PETROL,MANUAL,"₹5.37 Lakh
₹6.06 Lakh
(69k off)"
3817,2021 Toyota Glanza G,2021,"46,674 KM",PETROL,MANUAL,"₹7.63 Lakh
₹8.24 Lakh
(61k off)"
3818,2017 Maruti Alto 800 VXI,2017,"15,804 KM",PETROL,MANUAL,₹3.45 Lakh
3819,2020 Maruti Celerio VXI (O) CNG,2020,"40,527 KM",CNG,MANUAL,₹5.93 Lakh
3820,2011 Hyundai i10 SPORTZ 1.2,2011,"48,606 KM",PETROL,MANUAL,"₹2.45 Lakh
₹2.67 Lakh
(22k off)"
3821,2018 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,2018,"35,650 KM",PETROL,MANUAL,"₹5.38 Lakh
₹6.20 Lakh
(82k off)"
3822,2021 Renault Kwid CLIMBER 1.0 (O),2021,"20,030 KM",PETROL,MANUAL,"₹4.71 Lakh
₹5.19 Lakh
(48k off)"
3823,2014 Hyundai Verna FLUIDIC 1.6 VTVT SX,2014,"79,670 KM",CNG,MANUAL,₹4.91 Lakh
3824,2017 Honda Jazz 1.2L I-VTEC V AT,2017,"72,410 KM",PETROL,AUTOMATIC,"₹4.96 Lakh
₹5.41 Lakh
(45k off)"
3825,2012 Maruti Wagon R 1.0 LXI,2012,"72,470 KM",PETROL,MANUAL,"₹2.95 Lakh
₹3.15 Lakh
(19.7k off)"
3826,2013 Hyundai i10 MAGNA 1.1,2013,"32,961 KM",PETROL,MANUAL,"₹2.43 Lakh
₹2.57 Lakh
(14k off)"
3827,2022 Maruti New Wagon-R ZXI 1.2,2022,"20,371 KM",PETROL,MANUAL,"₹5.88 Lakh
₹6.79 Lakh
(91k off)"
3828,2011 Hyundai i10 MAGNA 1.1,2011,"66,593 KM",PETROL,MANUAL,"₹2.40 Lakh
₹2.58 Lakh
(18k off)"
3829,2022 KIA SONET GTX PLUS 1.5 AT,2022,"18,623 KM",DIESEL,AUTOMATIC,"₹15.12 Lakh
₹15.42 Lakh
(30k off)"
3830,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2017,"61,777 KM",PETROL,MANUAL,"₹4.97 Lakh
₹5.59 Lakh
(62k off)"
3831,2018 Hyundai Creta SX PLUS AT 1.6 PETROL,2018,"91,950 KM",PETROL,AUTOMATIC,"₹9.12 Lakh
₹9.23 Lakh
(11k off)"
3832,2012 Hyundai i20 ASTA 1.2,2012,"39,226 KM",PETROL,MANUAL,₹3.38 Lakh
3833,2012 Hyundai Santro Xing GL PLUS,2012,"48,462 KM",PETROL,MANUAL,₹2.42 Lakh
3834,2015 Hyundai Elite i20 MAGNA 1.2,2015,"38,116 KM",PETROL,MANUAL,"₹4.53 Lakh
₹4.75 Lakh
(22k off)"
3835,2019 Toyota Glanza G CVT,2019,"21,695 KM",PETROL,AUTOMATIC,"₹7.28 Lakh
₹7.73 Lakh
(45k off)"
3836,2019 Honda Amaze 1.2L I-VTEC S,2019,"56,996 KM",PETROL,MANUAL,"₹6.53 Lakh
₹6.78 Lakh
(25k off)"
3837,2023 Renault Kwid RXT 1.0 AMT,2023,"2,260 KM",PETROL,AUTOMATIC,"₹5.53 Lakh
₹6.01 Lakh
(48k off)"
3838,2018 Honda Jazz 1.2L I-VTEC VX,2018,"40,579 KM",PETROL,MANUAL,"₹5.35 Lakh
₹6.35 Lakh
(1L off)"
3839,2021 Hyundai GRAND I10 NIOS SPORTZ U2 AMT 1.2 CRDI,2021,"40,490 KM",DIESEL,AUTOMATIC,₹8.07 Lakh
3840,2012 Hyundai i10 MAGNA 1.1,2012,"1,00,144 KM",PETROL,MANUAL,₹2.21 Lakh
3841,2018 Honda Amaze 1.2L I-VTEC VX CVT,2018,"18,466 KM",PETROL,AUTOMATIC,"₹6.79 Lakh
₹7.43 Lakh
(64k off)"
3842,2018 Maruti Ciaz ALPHA 1.5 SHVS PETROL,2018,"35,692 KM",PETROL,MANUAL,"₹7.66 Lakh
₹8.85 Lakh
(1.19L off)"
3843,2017 Maruti Baleno ZETA PETROL 1.2,2017,"34,008 KM",PETROL,MANUAL,"₹5.58 Lakh
₹6.13 Lakh
(55k off)"
3844,2022 Renault Kwid RXT 1.0,2022,"7,960 KM",PETROL,MANUAL,₹5.27 Lakh
3845,2014 Maruti Wagon R 1.0 LXI,2014,"72,837 KM",CNG,MANUAL,"₹3.54 Lakh
₹3.78 Lakh
(24k off)"
3846,2019 Hyundai VENUE SX 1.0 (O) TURBO,2019,"64,842 KM",PETROL,MANUAL,"₹8.23 Lakh
₹8.56 Lakh
(33k off)"
3847,2022 Renault TRIBER RXZ,2022,"29,757 KM",PETROL,MANUAL,"₹7.16 Lakh
₹7.96 Lakh
(80k off)"
3848,2021 Mahindra XUV300 W6 1.2 PETROL AMT,2021,"17,985 KM",PETROL,AUTOMATIC,"₹9.25 Lakh
₹9.35 Lakh
(10k off)"
3849,2015 Renault Duster 85 PS RXL DIESEL,2015,"87,758 KM",DIESEL,MANUAL,₹4.41 Lakh
3850,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2019,"25,555 KM",PETROL,MANUAL,"₹4.83 Lakh
₹5.43 Lakh
(60k off)"
3851,2022 Hyundai VENUE SX 1.2 PETROL,2022,"12,322 KM",PETROL,MANUAL,"₹9.78 Lakh
₹10.49 Lakh
(71k off)"
3852,2021 Hyundai Creta SX (O) 1.4 TURBO DCT,2021,"46,669 KM",PETROL,AUTOMATIC,"₹17.95 Lakh
₹18.32 Lakh
(37k off)"
3853,2018 Ford Ecosport TITANIUM + 1.5L PETROL AT,2018,"50,402 KM",PETROL,AUTOMATIC,"₹7.66 Lakh
₹7.96 Lakh
(30k off)"
3854,2021 Tata TIGOR XZ PLUS PETROL,2021,"14,713 KM",PETROL,MANUAL,"₹6.41 Lakh
₹7.23 Lakh
(82k off)"
3855,2016 Hyundai Creta SX PLUS 1.6 PETROL,2016,"54,853 KM",PETROL,MANUAL,"₹8.33 Lakh
₹8.81 Lakh
(48k off)"
3856,2017 Honda WR-V 1.2L I-VTEC VX MT,2017,"26,586 KM",PETROL,MANUAL,"₹6.78 Lakh
₹7.26 Lakh
(48k off)"
3857,2021 Maruti Baleno ZETA CVT PETROL 1.2,2021,"21,566 KM",PETROL,AUTOMATIC,"₹8.01 Lakh
₹8.35 Lakh
(34k off)"
3858,2021 Maruti Baleno DELTA PETROL 1.2,2021,"6,145 KM",PETROL,MANUAL,"₹6.57 Lakh
₹7.24 Lakh
(67k off)"
3859,2021 Hyundai GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,2021,"31,259 KM",PETROL,AUTOMATIC,"₹7.49 Lakh
₹8.26 Lakh
(77k off)"
3860,2017 Maruti IGNIS ZETA 1.2 AMT,2017,"68,890 KM",PETROL,AUTOMATIC,₹5.85 Lakh
3861,2023 Hyundai VENUE SX 1.2 PETROL,2023,"4,620 KM",PETROL,MANUAL,"₹10.17 Lakh
₹10.82 Lakh
(64.7k off)"
3862,2011 Hyundai i10 MAGNA 1.1,2011,"79,115 KM",PETROL,MANUAL,"₹2.05 Lakh
₹2.22 Lakh
(17k off)"
3863,2022 Hyundai ALCAZAR 2.0 SIGNATURE (O) AT 7STR,2022,"11,009 KM",PETROL,AUTOMATIC,"₹20.23 Lakh
₹21.06 Lakh
(83k off)"
3864,2013 Hyundai Verna FLUIDIC 1.6 VTVT SX,2013,"47,878 KM",PETROL,MANUAL,"₹5.21 Lakh
₹5.50 Lakh
(29k off)"
3865,2020 Renault Kwid RXL 1.0,2020,"19,036 KM",PETROL,MANUAL,"₹4.13 Lakh
₹4.33 Lakh
(20k off)"
3866,2021 Hyundai GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,2021,"32,062 KM",PETROL,AUTOMATIC,₹7.55 Lakh
3867,2017 Honda City 1.5L I-DTEC VX,2017,"97,530 KM",DIESEL,MANUAL,"₹7.20 Lakh
₹7.61 Lakh
(41k off)"
3868,2019 Honda Amaze 1.5L I-DTEC V,2019,"1,30,578 KM",DIESEL,MANUAL,"₹6.88 Lakh
₹8.14 Lakh
(1.26L off)"
3869,2020 Hyundai Elite i20 SPORTZ PLUS 1.2,2020,"38,491 KM",PETROL,MANUAL,"₹6.73 Lakh
₹7.26 Lakh
(53k off)"
3870,2014 Hyundai i20 ASTA 1.2,2014,"77,799 KM",PETROL,MANUAL,"₹4.41 Lakh
₹4.92 Lakh
(51k off)"
3871,2017 Maruti Swift ZXI,2017,"51,023 KM",PETROL,MANUAL,"₹5.71 Lakh
₹6.35 Lakh
(64k off)"
3872,2016 Volkswagen Ameo HIGHLINE1.2L,2016,"35,143 KM",PETROL,MANUAL,"₹5.29 Lakh
₹5.88 Lakh
(59k off)"
3873,2011 Maruti Ritz ZXI,2011,"98,511 KM",PETROL,MANUAL,₹1.94 Lakh
